V4龙哥流畅,#genre# 
V6龙哥综合,#genre# 
CHC高清电影,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN6380764b172c9/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUTrwI%2B%2BngB0lPRofcD8hTNS8qWmEGeaUedzcFVVumqf9cm8lJoOcrIZueLbqOJTuoPV%2FwBk6CoHYGFV14SkLW04 
CHC动作电影,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN6380763222d00/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUTrwI%2B%2BngB0lPRofcD8hTNSXQZMUEnZPBI3Y%2BI8ABE4PJC%2B6OvlZZw5ubC%2FbrIdxFJJY1CcAGU%2BYDDQV9oJ%2FVqQ 
CHC家庭影院,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN63807601b19dd/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUTrwI%2B%2BngB0lPRofcD8hTNRxu2SqX2RKsLT0S7AyQ8XopIVrD6IJGxdajeuKy4iZqZ4tkZuiEpwSRPszF6PIvg4 
纪实人文,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225738/index.m3u8 
纪实科教,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225729/index.m3u8 
卡酷少儿,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225654/index.m3u8 
金鹰卡通,http://[2409:8087:1a0b:df::4008]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225653/index.m3u8 
哒啵赛事,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225675/index.m3u8 
优漫卡通,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225656/index.m3u8 
哈哈炫动,http://[2409:8087:1a0b:df::4001]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225657/index.m3u8 
黑莓动画,http://[2409:8087:1a0b:df::4006]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/index.m3u8 
黑莓电影,http://[2409:8087:1a0b:df::4014]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8 
超级体育,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8 
超级电影,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8 
超级视剧,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8 
东北热剧,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8 
海外剧场,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225671/index.m3u8 
中国功夫,http://[2409:8087:1a0b:df::4001]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225681/index.m3u8 
军旅剧场,http://[2409:8087:1a0b:df::4018]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8 
惊悚悬疑,http://[2409:8087:1a0b:df::4002]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8 
潮妈辣婆,http://[2409:8087:1a0b:df::4007]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225685/index.m3u8 
精品体育,http://[2409:8087:1a0b:df::4004]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225674/index.m3u8 
精品纪录,http://[2409:8087:1a0b:df::4007]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/index.m3u8 
家庭剧场,http://[2409:8087:1a0b:df::4007]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225677/index.m3u8 
精品大剧,http://[2409:8087:1a0b:df::4001]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225670/index.m3u8 
军事评论,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225668/index.m3u8 
明星大片,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225664/index.m3u8 
欢乐剧场,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8 
精品萌宠,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226505/index.m3u8 
超级综艺,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225714/index.m3u8 
金牌综艺,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225666/index.m3u8 
爱上4K,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000459/index.m3u8?IAS 
劲爆体育,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000002000000008/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000008&IASHttpSessionId=OTT19019320240419154124000281 
乐游频道,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000002000000092/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000092&IASHttpSessionId=OTT19019320240419154124000281 
金鹰纪实,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN4766929BESTVSMGSMG/index.m3u8?m3u8_level=2 
茶友频道,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638729d8aca53/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUSBx06ZL9Bo6JOM%2BSTjxZRIdUCZxTtaM%2Bza0L7mJjkPMmnEhAf%2Bi68sKjzRCbPoTU0E%2B6Pia2CkRtxgPs8Tmw7I 
快乐垂钓,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638729b6002c4/index.m3u8?m3u8_level=2 
哒啵电竞,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000003000000066/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000003000000066&IASHttpSessionId=OTT19019320240419154124000281 
梨园频道,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN6380788ba7bed/index.m3u8?AuthInfo=toEYVdLfxymUP2l9NZpQI5%2BK6T7j%2FlRm%2BvbM9VO7bA0q1S1k1f36SqqriM0FZoFSAJRfCt8SS7X6sTRmXb81a8O4H%2FdroDKjLoDeaMQdyJQ 
求索记录,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000004000000010/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000010&IASHttpSessionId=OTT19019320240419154124000281 
求索动物,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000004000000009/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000009&IASHttpSessionId=OTT19019320240419154124000281 
求索科学,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000004000000011/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000011&IASHttpSessionId=OTT19019320240419154124000281 
求索生活,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000004000000008/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000008&IASHttpSessionId=OTT19019320240419154124000281 
精品萌宠,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010146/1.m3u8 
全民热练,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010147/1.m3u8 
惊悚悬疑,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010077/1.m3u8 
怡伴健康,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010082/1.m3u8 
军事评论,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010080/1.m3u8 
精品体育,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010078/1.m3u8 
超级体育,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010063/1.m3u8 
超级综艺,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010062/1.m3u8 
金牌综艺,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010086/1.m3u8 
精品纪录,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010076/1.m3u8 
哒啵赛事,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010125/1.m3u8 
哒啵赛事,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010126/1.m3u8 
哒啵赛事,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010120/1.m3u8 
哒啵赛事,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010124/1.m3u8 
农业致富,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010085/1.m3u8 
热播精选,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010121/1.m3u8 
炫舞未来,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010039/1.m3u8 
精彩足球,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010148/1.m3u8 
武搏世界,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010135/1.m3u8 
河南地方,#genre# 
宝丰综合,http://live.dxhmt.cn:9081/tv/10421-1.m3u8 
宝丰综合,http://tvpull.dxhmt.cn:9081/tv/10421-1.m3u8 
宝丰综合,http://tvpull.dxhmt.cn:9081/tv/10421-1.m3u8?zhend 
郸城新闻综合,http://live.dxhmt.cn:9081/tv/11625-1.m3u8 
郸城新闻综合,http://tvpull.dxhmt.cn:9081/tv/11625-1.m3u8 
登封综合,http://live.dxhmt.cn:9081/tv/10185-1.m3u8 
登封综合,http://tvpull.dxhmt.cn:9081/tv/10185-1.m3u8 
范县新闻综合,http://live.dxhmt.cn:9080/13603832636/13abd3089d9c47058fe34c49a6182981.m3u8 
方城一套,http://live.dxhmt.cn:9081/tv/11322-1.m3u8 
方城一套,http://tvpull.dxhmt.cn:9081/tv/11322-1.m3u8 
方城一套,http://tvpull.dxhmt.cn:9081/tv/11322-1.m3u8?zhend 
封丘新闻综合,http://live.dxhmt.cn:9081/tv/10727-1.m3u8 
封丘新闻综合,http://tvpull.dxhmt.cn:9081/tv/10727-1.m3u8 
扶沟综合,http://live.dxhmt.cn:9081/tv/11621-1.m3u8 
扶沟综合,http://tvpull.dxhmt.cn:9081/tv/11621-1.m3u8 
巩义新闻综合,http://live.dxhmt.cn:9081/tv/10181-1.m3u8 
巩义新闻综合,http://tvpull.dxhmt.cn:9081/tv/10181-1.m3u8 
巩义新闻综合,http://tvpull.dxhmt.cn:9081/tv/10181-1.m3u8?zhend 
固始综合,http://live.dxhmt.cn:9081/tv/11525-1.m3u8 
固始综合,http://tvpull.dxhmt.cn:9081/tv/11525-1.m3u8 
光山综合,http://live.dxhmt.cn:9081/tv/11522-1.m3u8 
光山综合,http://tvpull.dxhmt.cn:9081/tv/11522-1.m3u8 
滑县新闻,http://live.dxhmt.cn:9081/tv/10526-1.m3u8 
滑县新闻,http://tvpull.dxhmt.cn:9081/tv/10526-1.m3u8 
滑县新闻,http://tvpull.dxhmt.cn:9081/tv/10526-1.m3u8?zhend 
潢川综合,http://live.dxhmt.cn:9081/tv/11526-1.m3u8 
潢川综合,http://tvpull.dxhmt.cn:9081/tv/11526-1.m3u8 
辉县新闻综合,http://live.dxhmt.cn:9081/tv/10782-1.m3u8 
辉县新闻综合,http://tvpull.dxhmt.cn:9081/tv/10782-1.m3u8 
获嘉综合,http://live.dxhmt.cn:9081/tv/10724-1.m3u8 
获嘉综合,http://tvpull.dxhmt.cn:9081/tv/10724-1.m3u8 
济源电视一套,http://live.dxhmt.cn:9081/tv/19001-1.m3u8 
济源电视一套,http://tvpull.dxhmt.cn:9081/tv/19001-1.m3u8 
济源电视一套,http://tvpull.dxhmt.cn:9081/tv/19001-1.m3u8?zhend 
郏县综合,http://tvpull.dxhmt.cn:9081/tv/10425-1.m3u8 
郏县综合,http://tvpull.dxhmt.cn:9081/tv/10425-1.m3u8?zhend 
郏县综合,http://live.dxhmt.cn:9081/tv/10425-1.m3u8 
焦作公共,http://zhpull.dxhmt.cn/jiaozuo/29b65b69130c4ef1a3283cc7b913da05/playlist.m3u8 
焦作公共,http://zhpull.dxhmt.cn/jiaozuo/29b65b69130c4ef1a3283cc7b913da05/playlist.m3u8?zhend 
焦作教育,http://zhpull.dxhmt.cn/jiaozuo/9c10435ad24c409baee219ec289e17d0/playlist.m3u8 
焦作教育,http://zhpull.dxhmt.cn/jiaozuo/9c10435ad24c409baee219ec289e17d0/playlist.m3u8?zhend 
焦作综合,http://zhpull.dxhmt.cn/jiaozuo/b75a92c9503e47cf9e89f7ff247b65f2/playlist.m3u8 
焦作综合,http://zhpull.dxhmt.cn/jiaozuo/b75a92c9503e47cf9e89f7ff247b65f2/playlist.m3u8?zhend 
睛彩焦作,http://zhpull.dxhmt.cn/jiaozuo/c5eb91b47f0e42318f34fc0247c8acaa/playlist.m3u8 
睛彩焦作,http://zhpull.dxhmt.cn/jiaozuo/c5eb91b47f0e42318f34fc0247c8acaa/playlist.m3u8?zhend 
浚县一套,http://live.dxhmt.cn:9081/tv/10621-1.m3u8 
浚县一套,http://tvpull.dxhmt.cn:9081/tv/10621-1.m3u8 
兰考新闻,http://live.dxhmt.cn:9081/tv/10225-1.m3u8 
兰考新闻,http://tvpull.dxhmt.cn:9081/tv/10225-1.m3u8 
林州综合,http://live.dxhmt.cn:9081/tv/10581-1.m3u8 
林州综合,http://tvpull.dxhmt.cn:9081/tv/10581-1.m3u8 
临颍综合,http://tvpull.dxhmt.cn:9081/tv/11122-1.m3u8 
灵宝新闻综合,http://live.dxhmt.cn:9081/tv/11282-1.m3u8 
灵宝新闻综合,http://tvpull.dxhmt.cn:9081/tv/11282-1.m3u8 
灵宝新闻综合,http://tvpull.dxhmt.cn:9081/tv/11282-1.m3u8?zhend 
卢氏综合,http://live.dxhmt.cn:9081/tv/11224-1.m3u8 
卢氏综合,http://tvpull.dxhmt.cn:9081/tv/11224-1.m3u8 
鲁山综合,http://live.dxhmt.cn:9081/tv/10423-1.m3u8 
鲁山综合,http://tvpull.dxhmt.cn:9081/tv/10423-1.m3u8 
鹿邑新闻,http://live.dxhmt.cn:9081/tv/11628-1.m3u8 
鹿邑新闻,http://tvpull.dxhmt.cn:9081/tv/11628-1.m3u8 
鹿邑新闻,http://tvpull.dxhmt.cn:9081/tv/11628-1.m3u8?zhend 
栾川新闻,http://wshls.live.migucloud.com/live/LVVUJGFD_C0/playlist.m3u8 
罗山综合,http://live.dxhmt.cn:9081/tv/11521-1.m3u8 
罗山综合,http://tvpull.dxhmt.cn:9081/tv/11521-1.m3u8 
孟津新闻,http://live.dxhmt.cn:9081/tv/10322-2.m3u8 
孟津新闻,http://tvpull.dxhmt.cn:9081/tv/10322-2.m3u8 
孟州综合,http://live.dxhmt.cn:9081/tv/10883-1.m3u8 
孟州综合,http://tvpull.dxhmt.cn:9081/tv/10883-1.m3u8 
泌阳新闻综合,http://tvpull.dxhmt.cn:9081/tv/11726-1.m3u8 
泌阳新闻综合,http://live.dxhmt.cn:9081/tv/11726-1.m3u8 
渑池新闻综合,http://live.dxhmt.cn:9081/tv/11221-1.m3u8 
渑池新闻综合,http://tvpull.dxhmt.cn:9081/tv/11221-1.m3u8 
内黄综合,http://tvpull.dxhmt.cn:9081/tv/10527-1.m3u8 
内黄综合,http://tvpull.dxhmt.cn:9081/tv/10527-1.m3u8?zhend 
内乡综合,http://live.dxhmt.cn:9081/tv/11325-1.m3u8 
内乡综合,http://tvpull.dxhmt.cn:9081/tv/11325-1.m3u8 
平舆综合,http://tvpull.dxhmt.cn:9081/tv/11723-1.m3u8 
平舆综合,http://live.dxhmt.cn:9081/tv/11723-1.m3u8 
濮阳县电视台,http://zhpull.dxhmt.cn/puyangxian/0779dbf4086a455fa1f36e3d56740a41/playlist.m3u8 
淇县电视台,http://live.dxhmt.cn:9081/tv/10622-1.m3u8 
淇县电视台,http://tvpull.dxhmt.cn:9081/tv/10622-1.m3u8 
杞县新闻综合,http://tvpull.dxhmt.cn:9081/tv/10221-1.m3u8 
杞县新闻综合,http://live.dxhmt.cn:9081/tv/10221-1.m3u8 
沁阳新闻综合,http://tvpull.dxhmt.cn:9081/tv/10882-1.m3u8 
沁阳新闻综合,http://live.dxhmt.cn:9081/tv/10882-1.m3u8 
汝阳综合,http://live.dxhmt.cn:9081/tv/10326-1.m3u8 
汝阳综合,http://tvpull.dxhmt.cn:9081/tv/10326-1.m3u8 
商城新闻,http://tvpull.dxhmt.cn:9081/tv/11524-1.m3u8 
商城新闻,http://live.dxhmt.cn:9081/tv/11524-1.m3u8 
上蔡综合,http://live.dxhmt.cn:9081/tv/11722-1.m3u8 
上蔡综合,http://tvpull.dxhmt.cn:9081/tv/11722-1.m3u8 
沈丘新闻综合,http://live.dxhmt.cn:9081/tv/11624-1.m3u8 
沈丘新闻综合,http://tvpull.dxhmt.cn:9081/tv/11624-1.m3u8 
嵩县综合新闻,http://tvpull.dxhmt.cn:9081/tv/10325-1.m3u8 
嵩县综合新闻,http://live.dxhmt.cn:9081/tv/10325-1.m3u8 
遂平一套,http://tvpull.dxhmt.cn:9081/tv/11728-1.m3u8 
汤阴综合,http://live.dxhmt.cn:9081/tv/10523-1.m3u8 
汤阴综合,http://tvpull.dxhmt.cn:9081/tv/10523-1.m3u8 
唐河一套,http://tvpull.dxhmt.cn:9081/tv/11328-1.m3u8 
唐河一套,http://live.dxhmt.cn:9081/tv/11328-1.m3u8 
通许综合,http://live.dxhmt.cn:9081/tv/10222-1.m3u8 
通许综合,http://tvpull.dxhmt.cn:9081/tv/10222-1.m3u8 
卫辉综合,http://tvpull.dxhmt.cn:9081/tv/10781-1.m3u8 
卫辉综合,http://live.dxhmt.cn:9081/tv/10781-1.m3u8 
尉氏综合,http://tvpull.dxhmt.cn:9081/tv/10223-1.m3u8 
尉氏综合,http://live.dxhmt.cn:9081/tv/10223-1.m3u8 
温县综合,http://tvpull.dxhmt.cn:9081/tv/10825-1.m3u8 
温县综合,http://live.dxhmt.cn:9081/tv/10825-1.m3u8 
武术世界,http://live.dxhmt.cn:9080/live/yshnpre.m3u8 
武陟新闻综合,http://tvpull.dxhmt.cn:9081/tv/10823-1.m3u8 
武陟新闻综合,http://live.dxhmt.cn:9081/tv/10823-1.m3u8 
舞钢新闻综合,http://tvpull.dxhmt.cn:9081/tv/10481-1.m3u8 
舞钢新闻综合,http://live.dxhmt.cn:9081/tv/10481-1.m3u8 
舞阳新闻综合,http://tvpull.dxhmt.cn:9081/tv/11121-1.m3u8 
舞阳新闻综合,http://live.dxhmt.cn:9081/tv/11121-1.m3u8 
西华综合,http://tvpull.dxhmt.cn:9081/tv/11622-1.m3u8 
西华综合,http://live.dxhmt.cn:9081/tv/11622-1.m3u8 
西平综合,http://tvpull.dxhmt.cn:9081/tv/11721-1.m3u8 
西平综合,http://live.dxhmt.cn:9081/tv/11721-1.m3u8 
淅川电视,http://tvpull.dxhmt.cn:9081/tv/11326-1.m3u8 
淅川电视,http://live.dxhmt.cn:9081/tv/11326-1.m3u8 
襄城综合,http://live.dxhmt.cn:9081/tv/11025-1.m3u8 
襄城综合,http://tvpull.dxhmt.cn:9081/tv/11025-1.m3u8 
项城新闻,http://live.dxhmt.cn:9081/tv/11681-1.m3u8 
项城新闻,http://tvpull.dxhmt.cn:9081/tv/11681-1.m3u8 
新安新闻综合,http://tvpull.dxhmt.cn:9081/tv/10323-1.m3u8 
新安新闻综合,http://live.dxhmt.cn:9081/tv/10323-1.m3u8 
新蔡综合,http://tvpull.dxhmt.cn:9081/tv/11729-1.m3u8 
新蔡综合,http://live.dxhmt.cn:9081/tv/11729-1.m3u8 
新密新闻,http://tvpull.dxhmt.cn:9081/tv/10183-2.m3u8 
新密新闻,http://live.dxhmt.cn:9081/tv/10183-2.m3u8 
新县综合,http://tvpull.dxhmt.cn:9081/tv/11523-1.m3u8 
新县综合,http://live.dxhmt.cn:9081/tv/11523-1.m3u8 
新乡县电视台,http://tvpull.dxhmt.cn:9081/tv/10721-1.m3u8 
新乡县电视台,http://live.dxhmt.cn:9081/tv/10721-1.m3u8 
新野综合,http://tvpull.dxhmt.cn:9081/tv/11329-1.m3u8 
新野综合,http://live.dxhmt.cn:9081/tv/11329-1.m3u8 
新郑综合,http://tvpull.dxhmt.cn:9081/tv/10184-1.m3u8 
新郑综合,http://live.dxhmt.cn:9081/tv/10184-1.m3u8 
荥阳综合,http://tvpull.dxhmt.cn:9081/tv/10182-1.m3u8?zhend 
鄢陵综合,http://tvpull.dxhmt.cn:9081/tv/11024-1.m3u8 
鄢陵综合,http://live.dxhmt.cn:9081/tv/11024-1.m3u8 
延津综合,http://tvpull.dxhmt.cn:9081/tv/10726-1.m3u8 
延津综合,http://live.dxhmt.cn:9081/tv/10726-1.m3u8 
偃师新闻,http://tvpull.dxhmt.cn:9081/tv/10381-1.m3u8 
偃师新闻,http://live.dxhmt.cn:9081/tv/10381-1.m3u8 
叶县电视一套,http://tvpull.dxhmt.cn:9081/tv/10422-1.m3u8 
叶县电视一套,http://live.dxhmt.cn:9081/tv/10422-1.m3u8 
宜阳综合,http://tvpull.dxhmt.cn:9081/tv/10327-1.m3u8 
宜阳综合,http://live.dxhmt.cn:9081/tv/10327-1.m3u8 
义马新闻综合,http://tvpull.dxhmt.cn:9081/tv/11281-1.m3u8 
义马新闻综合,http://live.dxhmt.cn:9081/tv/11281-1.m3u8 
禹州公共,http://tvpull.dxhmt.cn/tv/11081-2.m3u8 
禹州公共,http://tvpull.dxhmt.cn:9081/tv/11081-2.m3u8 
禹州综合,http://tvpull.dxhmt.cn:9081/tv/11081-1.m3u8 
禹州综合,http://live.dxhmt.cn:9081/tv/11081-1.m3u8 
原阳新闻综合,http://tvpull.dxhmt.cn:9081/tv/10725-1.m3u8 
长垣综合,http://tvpull.dxhmt.cn:9081/tv/10728-1.m3u8 
长垣综合,http://live.dxhmt.cn:9081/tv/10728-1.m3u8 
镇平新闻综合,http://tvpull.dxhmt.cn:9081/tv/11324-1.m3u8 
镇平新闻综合,http://live.dxhmt.cn:9081/tv/11324-1.m3u8 
周口扶沟,http://live.dxhmt.cn:9081/tv/11621-1.m3u8 
驻马店公共,http://tvlive.zmdtvw.cn/live/5927138998607870056/index.m3u8$移动 
驻马店科教,http://tvlive.zmdtvw.cn/live/8395198981051753732/index.m3u8$移动 
驻马店新闻综合,http://tvlive.zmdtvw.cn/live/106770611978226682/index.m3u8$移动 
体育频道,#genre# 
WWE,https://d2p372oxiwmcn1.cloudfront.net/hls/1080p/playlist.m3u8 
​UFA拳击,https://d35j504z0x2vu2.cloudfront.net/v1/manifest/0bc8e8376bd8417a1b6761138aa41c26c7309312/united-fight-alliance/5b9753f2-adb6-454b-9228-b26ebbda7d99/2.m3u8 
王者荣耀,http://tc-tct.douyucdn2.cn/dyliveflv1a/1863767rkpl2_2000p.flv?wsAuth=f73077d85e523eb95b6ce1ea3581b46b&token=cpn-androidmpro-0-1863767-7b520f6fe0a2b18db3c111c4e3c14350afd2dcaf43d0ef60&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play2 
穿越火线,http://tc-tct.douyucdn2.cn:80/dyliveflv1/605964rzzgGEOZHr.flv?wsAuth=43ef2d796067cbec9c238c73235a1005&token=cpn-androidmpro-0-605964-b9be22700076c085e82232beb0fbe7838e28994acafb3964&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play1 
穿越火线,http://112.83.136.141:80/live/605964rzzgGEOZHr.flv?302_type=cold_aggr&_session_id=2376164747.n.cn-069f7p.14re_26504&cb_retry=0&did=d010b07dcb997ada9934081c873542f0&domain=tc-tct.douyucdn2.cn&expire=0&fp_user_url=http%3A%2F%2Ftc-tct.douyucdn2.cn%2Fdyliveflv1%2F605964rzzgGEOZHr.flv%3FwsAuth%3D43ef2d796067cbec9c238c73235a1005%26token%3Dcpn-androidmpro-0-605964-b9be22700076c085e82232beb0fbe7838e28994acafb3964%26logo%3D0%26expire%3D0%26did%3Dd010b07dcb997ada9934081c873542f0%26origin%3Dtct%26vhost%3Dplay1&logo=0&manage_ip=&mir=true&node_id=&origin=tct&pro_type=http&redirect_from=pod.cn-069f7p.14re.nss&token=cpn-androidmpro-0-605964-b9be22700076c085e82232beb0fbe7838e28994acafb3964&vhost=tc-tct.douyucdn2.cn&wsAuth=43ef2d796067cbec9c238c73235a1005 
超级体育,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8 
哒啵赛事,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225675/index.m3u8 
咪咕体育,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225895/index.m3u8 
红牛TV,http://rbmn-live.akamaized.net:80/hls/live/590964/BoRB-AT/master_1660.m3u8? 
纬来体育,http://hls.szsummer.cn/live/446035/playlist.m3u8?k=32f9ec7c13e4b390289143a8e1b2a898&t=1840341130 
辽宁体育,http://fxgm.fxjf.work:19901/tsfile/live/1003_1.m3u8 
精品体育,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225674/1.m3u8 
超级体育,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8 
爱尔达体育1台,mitv://135.148.104.228:19806/68e521d35c0247ddbc5073dee98245a3 
爱尔达体育2台,mitv://generationnexxxt.com:19806/d1f16ee235314a0fbc33742ab7af534b 
爱尔达体育3台,mitv://135.148.104.228:19806/3ebc6b89559c44dca30c4c259a5646b9 
爱尔达体育4台,mitv://135.148.104.228:19806/df4f198dbe6347e1a084c79d208f227d 
博斯高球,mitv://generationnexxxt.com:19806/6ff0b79453d2430986930b7c84a286df 
博斯高球二台,mitv://generationnexxxt.com:19806/8afa52d0fe0047f8a6d7e51f46697f93 
博斯网球台,mitv://generationnexxxt.com:19806/7fb5b66ce38747de84be865952153959 
博斯魅力网,mitv://generationnexxxt.com:19806/c585ebfbfc7c4260a8d9556b5409faf0 
博斯无限台,mitv://generationnexxxt.com:19806/f2973cfa7c2045e6b8a184f1bf18af7c 
博斯无限二台,mitv://generationnexxxt.com:19806/143f1c23ac834d28a5296d61fed9250c 
博斯运动,mitv://generationnexxxt.com:19806/6293839c167e4b6393c745db434b2465 
博斯运动二台,mitv://generationnexxxt.com:19806/cbd52c51fbab49ae9b3bc0da9137f681 
ELEVEN体育2台,mitv://generationnexxxt.com:19806/057061c0da744aa7b035169dba5ebe2a 
智林体育台,mitv://generationnexxxt.com:19806/931c171e2f774f7aa1a92e97f5098c9f 
辽宁安徽,#genre# 
安徽卫视,http://159.75.166.157/php/ah.php?id=ahws 
安徽经济生活,http://159.75.166.157/php/ah.php?id=ahjj 
安徽公共,http://159.75.166.157/php/ah.php?id=ahgg 
安徽农业科教,http://159.75.166.157/php/ah.php?id=ahnk 
安徽影视,http://159.75.166.157/php/ah.php?id=ahys 
安徽综艺体育,http://159.75.166.157/php/ah.php?id=ahzy 
安徽国际,http://159.75.166.157/php/ah.php?id=ahgj 
化隆综合,http://livecdn.dmqhyadmin.com/hls/xjhualong.m3u8? 
吴忠公共,http://live.kanwz.net/ggpd/sd/live.m3u8? 
